,actor,grade_avg,grade_sum,appearances,gender,year_avg,birth_year,main_genre,2nd_genre,director,2nd_director,treatment,propensity_score
14825,Nico_Minardos,1.713926838,10.28356103,6,M,2006,1930,Drama,Comedy,Laslo_Benedek,Edward_L._Cahn,0,0.74285384
14792,Robert_Coogan,1.898229997,13.28760998,7,M,2003,1924,Comedy,Drama,Jean_Yarbrough,Norman_Taurog,0,0.74245306
14835,Sunil_Dutt,2.828687182,33.94424619,12,M,2004,1926,Drama,Adventure,B.R._Chopra,Deepak_Bahry,1,0.742949025
14832,Jennifer_Garner,4.569785253,164.5122691,36,F,1993,1972,Drama,Adventure,Jason_Reitman,Nick_Davis,1,0.742949025
14741,Ronald_Cheng,1.972843548,49.32108869,25,M,1992,1972,Drama,Romance,Vincent_Kok,Gordon_Chan,1,0.741822739
14897,Paul_Dahlke,1.717377827,17.17377827,10,M,1992,1904,Drama,Crime,Kurt_Hoffmann,Harald_Braun,1,0.743923718
14974,Yu-Hang_To,3.599465712,28.79572569,8,M,1987.5,1981,Biography,Drama,Herman_Yau,Jeffrey_Lau,0,0.744719131
14929,Maria_Rosaria_Omaggio,2.744661275,10.9786451,4,F,2016,1954,Sci-Fi,Comedy,Umberto_Lenzi,Bruno_Corbucci,0,0.744200832
14742,Julie_Warner,2.505861725,25.05861725,10,F,2008.5,1965,Drama,Sci-Fi,Melanie_Mayron,Stuart_Orme,1,0.741822739
14734,Chad_Lowe,2.199252456,26.39102947,12,M,1996,1968,Drama,Romance,Frank_Kerr,Glen_Freyer,1,0.741822739
14960,Yûko_Kusunoki,2.674489839,21.39591871,8,F,1934,1933,Drama,Adventure,Kazuo_Mori,Hajime_Satô,0,0.744487386
14730,Julia_Piaton,2.748212437,13.74106219,5,F,2005,1985,Drama,,Anne_Le_Ny,François_Desagnat,0,0.741822739
14939,Giulio_Stival,3.317876423,3.317876423,1,M,2016,1902,Drama,,Alberto_Lattuada,,0,0.744214891
14778,Todd_Field,3.372606715,43.8438873,13,M,1994,1964,Mystery,Adventure,Stanley_Kubrick,Scott_Ziehl,1,0.742168112
14670,Stephen_Shellen,1.737636287,22.58927173,13,M,1957,1957,Adventure,Thriller,Paul_Justman,Graeme_Campbell,1,0.741212532
14950,Griffin_Drew,1.428524864,19.9993481,14,F,2017,1968,Romance,Adventure,Cybil_Richards,Edward_Holzman,1,0.744484976
14749,James_Denton,2.024377584,20.24377584,10,M,2009,1963,Drama,Romance,Brad_J._Silverman,Cyrus_Mirakhor,1,0.741822739
14910,Hillary_Summers,1.469906753,30.8680418,21,F,2006,1949,Drama,Comedy,David_Worth,Jim_Buckley,1,0.744095448
14891,Asunción_Sancho,1.485608827,1.485608827,1,F,1969,1930,Drama,,José_Díaz_Morales,,0,0.743834307
14678,Frederick_Wilson,2.092622512,2.092622512,1,M,1995.5,1912,Romance,,George_Melford,,0,0.74131859
14839,Takuya_Kimura,3.758975131,75.17950261,20,M,1987,1972,Drama,Animation,Masayuki_Suzuki,Anh_Hung_Tran,1,0.742949025
14770,Michael_Christopher,1.431288931,11.45031145,8,M,1988,1988,Drama,,Arthur_J._Bressan_Jr.,William_Higgins,0,0.74187627
14863,Hannah_Herzsprung,2.876159149,28.76159149,10,F,1925,1981,Drama,Crime,Chris_Kraus,Alain_Gsponer,1,0.743107247
14850,Ángel_de_Andrés_López,2.908659514,26.17793563,9,M,1956,1951,Drama,Mystery,Óscar_Aibar,Agustí_Villaronga,1,0.742949025
14692,Lou_Criscuolo,2.570761249,12.85380624,5,M,2019,1934,Crime,,Ralph_De_Vito,,0,0.741415723
14795,Cameron_Richardson,1.908261421,22.89913705,12,F,1999,1979,Thriller,Drama,John_Asher,Steve_Boyum,1,0.742500656
14740,Neda_Arneric,2.301636111,41.42945,18,F,1972,1953,Drama,Adventure,Peter_Sykes,Aleksandar_Djurcinov,1,0.741822739
14913,Vernon_Gray,2.182446598,4.364893196,2,M,1948,1928,Drama,Thriller,Mario_Zampi,Robert_Hamer,0,0.744158593
14928,Walter_Miller,1.449003304,127.5122907,88,M,2011,1892,Adventure,Romance,Spencer_Gordon_Bennet,Richard_Thorpe,1,0.744177933
14925,Hal_Taliaferro,1.232065317,48.05054736,39,M,1913,1895,Adventure,,Spencer_Gordon_Bennet,Richard_Thorpe,1,0.744177933
14865,Saul_Nanni,2.032540578,2.032540578,1,M,1957,1999,Drama,,Luca_Lucini,,0,0.743324304
14712,Xiaoqing_Liu,2.171435058,17.37148046,8,F,1981.5,1955,Comedy,History,Han_Hsiang_Li,Anzi_Pan,0,0.741754377
14757,Morgan_Freeman,4.899637091,475.2647978,97,M,2015,1937,Drama,Crime,Clint_Eastwood,Rob_Reiner,1,0.741854324
14805,Grace_de_Capitani,4.083736208,4.083736208,1,F,2010,1957,Crime,,Claude_Zidi,,0,0.742569524
14975,Siu-Wong_Fan,2.617007498,73.27620996,28,M,2013,1973,Biography,Comedy,Herman_Yau,Wilson_Yip,1,0.744719131
14917,Dorothy_Janis,2.036045099,4.072090198,2,F,1977.419355,1912,Adventure,Music,Spencer_Gordon_Bennet,W.S._Van_Dyke,0,0.744177933
14944,Farzaneh_Taidi,1.749156282,8.745781411,5,F,1920.25,1945,Mystery,Thriller,Masud_Kimiai,Hosein_Rajaiyan,0,0.744379999
14935,Carlo_Campanini,2.076975193,10.38487596,5,M,2008.571429,1906,Drama,,Alberto_Lattuada,Aldo_Fabrizi,0,0.744214891
14722,Nikolai_Plotnikov,2.098904995,18.89014495,9,M,1954,1897,Drama,History,Grigoriy_Roshal,Mark_Donskoy,1,0.741822476
14762,Chief_Dan_George,3.745080382,33.70572344,9,M,2008,1899,Drama,Comedy,Clint_Eastwood,Ralph_Liddle,1,0.741854324
14943,Yûki_Yamada,2.257934313,31.61108038,14,M,1982,1990,Romance,Adventure,Jirô_Nagae,Shôjirô_Nakazawa,1,0.744333086
15081,Andrex,1.917458487,11.50475092,6,M,1938,1907,Drama,,Gilles_Grangier,Henri_Verneuil,0,0.745652248
15113,Henry_McCann,2.009131874,8.036527497,4,M,2017.333333,1933,Horror,Music,Lew_Landers,William_J._Hole_Jr.,0,0.74624053
15125,Jimmy_McNichol,2.302341248,16.11638874,7,M,2011,1961,Comedy,Mystery,Charles_B._Griffith,William_Asher,0,0.746286913
15030,Vic_Lance,1.695069736,8.475348681,5,M,1978,1939,Horror,,William_Rotsler,Dwayne_Avery,0,0.745179293
15235,Bellamy_Young,2.067464861,16.53971889,8,F,2001.196429,1970,Drama,Romance,Andrew_C._Erin,Michael_DeLorenzo,0,0.747656156
15153,John_Pankow,3.390911345,23.73637942,7,M,2008,1955,Horror,Drama,George_A._Romero,Alan_Rudolph,0,0.746600863
15035,Cass_Daley,2.113536324,6.340608972,3,F,1969,1915,Music,,Edward_F._Cline,Hal_Walker,0,0.745259703
15064,David_Jensen,2.417376191,50.76490002,21,M,1989,1952,Thriller,Documentary,Ed_Gass-Donnelly,Bruce_Weaver,1,0.745621938
15098,Lee_Richardson,2.987449764,14.93724882,5,M,1974,1926,Horror,,Chris_Walas,Amin_Q._Chaudhri,0,0.746092885
15267,Pilar_Cansino,1.340602978,2.681205957,2,F,1985,1937,Adventure,History,José_María_Elorrieta,Piero_Pierotti,0,0.747790312
15008,Jake_White,1.720986916,6.883947664,4,M,1976,1967,Drama,,Ben_Carland,Martin_Rosenberg,0,0.744784427
15055,Linden_Ashby,2.152020981,45.19244061,21,M,2011,1960,Mystery,Drama,Farnaz_Samiinia,Kevin_Tenney,1,0.745433959
15217,Jane_Baxter,1.780233768,32.04420782,18,F,2016,1909,Drama,Romance,Arthur_B._Woods,Bernard_Vorhaus,1,0.747365599
15075,Eddie_'Rochester'_Anderson,2.246592192,8.98636877,4,M,1983,1905,Comedy,,Allan_Dwan,Charles_Barton,0,0.745642969
15158,Elyane_Nadeau,4.417709673,8.835419347,2,F,2013,1945,Horror,,George_A._Romero,,0,0.746600863
15120,Margaret_Breen,1.557638775,1.557638775,1,F,1983,1907,Musical,,Victor_Schertzinger,,0,0.746282078
15051,Jennie_Dickerson,1.208110571,2.416221142,2,F,2019.5,1855,Romance,,Charles_Brabin,,0,0.745427822
15159,John_Amplas,2.830087445,11.32034978,4,M,1996.6,1949,Horror,,George_A._Romero,Christian_Grillo,0,0.746600863
15216,Scott_Rodgers,1.635129678,6.540518714,4,M,1970,1980,Drama,Romance,Brian_Brightly,Josh_Crockett,0,0.74731263
15022,Annekathrin_Bürger,1.943123694,17.48811324,9,F,1979.977778,1937,Romance,War,Frank_Beyer,Alexandra_Sell,1,0.744942763
15200,Kanako_Higuchi,2.783071483,27.83071483,10,F,1942,1958,Drama,Sci-Fi,Shintarô_Katsu,Hideo_Gosha,1,0.74731263
15243,H.H._Wright,1.439334968,1.439334968,1,M,2011.666667,1885,Romance,,Rex_Ingram,,0,0.747689484
15274,Joe_Lambie,3.131842256,15.65921128,5,M,1915,1944,Sci-Fi,,Joseph_Sargent,,0,0.747947314
15131,Jenny_Lewis,2.930741591,35.16889909,12,F,1980,1976,Comedy,Romance,Joan_Micklin_Silver,Neil_Leifer,1,0.746437601
15069,Ruth_Darling,1.547738465,3.095476931,2,F,1975.333333,1893,Comedy,,Allan_Dwan,,0,0.745642969
15013,Ruco_Chan,1.264108596,7.584651575,6,M,2015,1977,Drama,Crime,Wai-Man_Cheng,Donnie_Yen,0,0.744784427
15141,Jason_Fuchs,1.733468781,3.466937562,2,M,2017,1986,Drama,Family,Alexandre_Rockwell,William_Sachs,0,0.74655309
15223,Vinny_Argiro,2.893216293,17.35929776,6,M,2019,1940,Drama,,Lorenzo_Doumani,Warren_Beatty,0,0.747473251
15032,Pat_Barrington,1.4472994,21.709491,15,F,1927,1939,Horror,Drama,William_Rotsler,Stephen_C._Apostolof,1,0.745179293
15250,John_George,1.497609843,4.492829529,3,M,1954,1898,Romance,,Rex_Ingram,,0,0.747689484
15050,Marcia_Harris,1.399329952,6.996649758,5,F,2009,1868,Romance,Drama,Charles_Brabin,John_B._O'Brien,0,0.745427822
15199,Park_Bo-young,3.084770791,27.76293712,9,F,1971,1990,Drama,Romance,K.C._Park,Gi-hoon_Jeong,1,0.74731263
15284,Stephen_Coit,3.431622118,10.29486635,3,M,1954,1920,Thriller,,Stanley_Kubrick,,0,0.74804785
15260,Andrew_Meyer,2.027543116,2.027543116,1,M,1971,1943,Drama,,Andy_Warhol,,0,0.747759991
15248,Hughie_Mack,1.898512842,11.39107705,6,M,2004,1884,Romance,War,Rex_Ingram,George_D._Baker,0,0.747689484
15271,Mabel_Terry-Lewis,1.654467866,1.654467866,1,F,1957.75,1872,Romance,,Paul_Czinner,,0,0.74783444
15121,Helen_Kane,1.747595551,8.737977754,5,F,2011.1,1904,Musical,Romance,Victor_Schertzinger,A._Edward_Sutherland,0,0.746282078
15023,George_Burns,2.879797147,74.87472581,26,M,1971.439024,1896,Fantasy,Musical,Frank_Tuttle,Gilbert_Cates,1,0.745017972
15282,Kenneth_Harp,3.431622118,10.29486635,3,M,2016,1924,Thriller,,Stanley_Kubrick,,0,0.74804785
15084,Lily_Chung,1.741056682,13.92845345,8,F,2013.666667,1964,Crime,Drama,Billy_Hin-Shing_Tang,Hugo_Ng,0,0.745770532
15092,William_Phipps,2.096782068,16.77425654,8,M,2012,1922,Crime,Horror,Arch_Oboler,Philip_Ford,0,0.746000151
15215,Rakshit_Shetty,4.339990837,21.69995419,5,M,1933.333333,1983,Drama,Comedy,Rishab_Shetty,Kiranraj_K,0,0.74731263
15238,Ivan_Sergei,1.833640308,12.83548216,7,M,1966,1971,Drama,Mystery,Andrew_C._Erin,Ian_McCrudden,0,0.747656156
15128,José_Luis_Gómez,3.469090831,27.75272665,8,M,1982.2,1940,Romance,,Pedro_Almodóvar,Antonio_Cuadri,0,0.746292094
15076,Charlie_McCarthy,2.230073674,11.15036837,5,M,2018,1932,Comedy,Family,Allan_Dwan,Frank_Tuttle,0,0.745642969
15085,Teresa_Mak,1.413634293,22.61814869,16,F,1926,1975,Crime,Drama,Billy_Hin-Shing_Tang,Clarence_Fok,1,0.745770532
15063,Julia_Garner,3.210789413,35.31868355,11,F,1967.285714,1994,Thriller,Drama,Ed_Gass-Donnelly,Leah_Meyerhoff,1,0.745621938
15181,Jerome_Courtland,2.114582069,33.8333131,16,M,2006,1926,War,Adventure,Lewis_Seiler,Joseph_Santley,1,0.746940194
15231,Miwa_Takada,3.304577512,23.13204258,7,F,2019,1947,Adventure,Fantasy,Kimiyoshi_Yasuda,Tokuzô_Tanaka,0,0.747587031
15197,Cole_Sprouse,3.747200702,33.72480632,9,M,1937,1992,Romance,Comedy,Dennis_Dugan,Justin_Baldoni,1,0.747250079
15089,Ben_Lamb,2.88650355,17.3190213,6,M,2012.5,1989,Romance,Adventure,John_Schultz,Alex_Zamm,0,0.745918962
15258,Ann_Dowd,2.869521679,40.17330351,14,F,2001.928571,1956,Drama,Family,Sandy_Tung,Stephanie_Laing,1,0.747756048
15222,Celso_Bugallo,2.63220755,10.5288302,4,M,1978.666667,1947,Drama,Romance,Gerardo_Herrero,Jorge_Sánchez-Cabezudo,0,0.747464293
15007,Sree_Vishnu,3.439090395,24.07363276,7,M,1976,1984,Drama,Thriller,Vivek_Athreya,Chaitanya_Dantuluri,0,0.744784427
15249,Carrie_Daumery,2.823236073,5.646472146,2,F,2013.25,1863,Romance,,Rex_Ingram,,0,0.747689484
15266,Jeff_Cooper,2.006141466,42.12897078,21,M,1947,1967,Adventure,Family,José_María_Elorrieta,Richard_Moore,1,0.747790312
15154,Lincoln_Maazel,4.072200864,12.21660259,3,M,1998,1903,Horror,Thriller,George_A._Romero,,0,0.746600863
15044,Julio_Villarreal,1.576402991,12.61122392,8,M,2007,1885,Drama,Romance,Julio_Bracho,Jaime_Salvador,0,0.745425679
15009,Taylor_Negron,1.653196627,11.57237639,7,M,1989.875,1957,Drama,Romance,Mike_White,Benjamin_Gourley,0,0.744784427
15026,Caroline_Barclay,3.302713714,9.908141143,3,F,2005,1966,Thriller,,Bill_Condon,John_Hough,0,0.745146261
15273,Torin_Thatcher,2.492543214,29.91051857,12,M,2002,1905,Adventure,Drama,George_Montgomery,Nathan_Juran,1,0.747912817
15237,Aidan_Mitchell,2.619376123,7.85812837,3,M,2009,1993,Drama,,Andrew_C._Erin,,0,0.747656156
15191,Sophia_Bush,2.656984891,26.56984891,10,F,2006,1982,Drama,Thriller,François_Velle,Kilian_Kerwin,1,0.747065672
15208,Riria_Baba,2.033802081,10.16901041,5,F,2012,1993,Drama,Mystery,Chihiro_Ikeda,Katsuya_Watanabe,0,0.74731263
15021,Malena_Morgan,2.266527101,2.266527101,1,F,1969.25,1991,Thriller,,Zalman_King,,0,0.744879234
15214,Ken_Gampu,2.233726678,15.63608674,7,M,1926.5,1929,Drama,Crime,Christopher_Rowley,Cornel_Wilde,0,0.74731263
15213,Paul_Collins,4.083829953,8.167659907,2,M,2002.5,1937,Drama,,Albert_Brooks,,0,0.74731263
15059,María_Esteve,2.055111671,4.110223341,2,F,1976,1974,Drama,Romance,Alfonso_Albacete,Clara_Martínez-Lázaro,0,0.745511156
15004,Roberta_Tovey,3.216002333,3.216002333,1,F,1972,1953,Drama,,Gordon_Flemyng,,0,0.744784427
15262,Beverly_Grant,1.979214736,7.916858943,4,F,2011.333333,1936,Drama,Thriller,Andy_Warhol,Jack_Smith,0,0.747759991
15162,Helen_Walker,2.682033875,123.3735583,46,F,1971.333333,1920,Film-Noir,Comedy,Allan_Dwan,Frank_Tuttle,1,0.746667411
15261,Robert_Indiana,2.027543116,2.027543116,1,M,2021,1928,Drama,,Andy_Warhol,,0,0.747759991
15163,Gérard_Lartigau,4.318009429,8.636018858,2,M,1996.909091,1942,Romance,,Claude_Sautet,,0,0.746672193
15108,Clay_Clement,1.440188716,2.880377433,2,M,2009,1888,Drama,,Howard_Bretherton,Karl_Brown,0,0.746168828
15057,Celest_Chong,1.476447232,2.952894465,2,F,1978,1979,Horror,Romance,Joe_Ma,Joshua_Fraiman,0,0.745455869
15094,Franco_Franchi,1.727654195,53.55728004,31,M,1997,1928,Western,Comedy,Giorgio_Simonelli,Giovanni_Grimaldi,1,0.746077497
15046,Edward_O'Connor,1.639863488,6.55945395,4,M,2008,1862,Romance,Drama,Charles_Brabin,Edward_H._Griffith,0,0.745427822
15106,Billy_Kent_Schaefer,1.419664379,2.839328759,2,M,1943.71875,1918,Drama,,Howard_Bretherton,King_Baggot,0,0.746168828
14980,Roy_Jenson,2.29418837,13.76513022,6,M,1975.285714,1927,Drama,,Alfredo_Zacarías,John_Huston,0,0.744779977
15145,Alexander_Alexeieff,1.84453551,1.84453551,1,M,2016.5,1901,Drama,,Alexandre_Rockwell,,0,0.74655309
15001,Paul_Levesque,2.483776126,7.451328379,3,M,1933.25,1969,Drama,Comedy,Artie_Mandelberg,Stephen_Herek,0,0.744784427
15078,Armand_Cortes,1.668439725,5.005319175,3,M,2005.5,1880,Comedy,Mystery,Allan_Dwan,Hugh_Ford,0,0.745642969
15203,Stéphan_Wojtowicz,2.6841076,5.3682152,2,M,1971,1963,Drama,,Alice_Winocour,François_Dupeyron,0,0.74731263
15193,Daichi_Harashima,2.689901408,5.379802816,2,M,1978,1997,Romance,,Tung-Shing_Yee,Wai-Hang_Lau,0,0.747151196
14989,Erin_Wasson,4.563952191,4.563952191,1,F,2006,1982,Drama,,Sofia_Coppola,,0,0.744784427
15198,Brooklyn_Decker,4.561739108,27.37043465,6,F,1993,1987,Romance,Adventure,Dennis_Dugan,Joe_Carnahan,0,0.747250079
15245,Barbara_La_Marr,1.627661844,13.02129475,8,F,2012.4,1896,Romance,Drama,Rex_Ingram,Fred_Niblo,0,0.747689484
15182,Laura_Aikman,1.644376317,3.288752633,2,F,2001,1985,Adventure,,Michael_Anderson,Paul_Angunawela,0,0.746984258
15020,Elle_Alexandra,2.266527101,2.266527101,1,F,2012.3,1991,Thriller,,Zalman_King,,0,0.744879234
15107,Sam_Balter,1.736498338,6.945993353,4,M,1964.4,1909,Drama,,Howard_Bretherton,Helmar_Lerski,0,0.746168828
15124,Brad_David,2.836416637,17.01849982,6,M,2000.952381,1947,Comedy,Thriller,Charles_B._Griffith,Guerdon_Trueblood,0,0.746286913
15086,Eric_Moo,1.845133162,3.690266324,2,M,2014.5,1963,Crime,Drama,Billy_Hin-Shing_Tang,Ringo_Lam,0,0.745770532
15264,Jane_Holzer,1.648997083,6.595988331,4,F,1920,1940,Drama,,Andy_Warhol,,0,0.747759991
15268,Scott_Carson,1.587377839,22.22328974,14,M,1981.758621,1969,Horror,Drama,Byron_Werner,John_Quinn,1,0.747809039
15054,Gabrielle_Carteris,1.550757458,9.304544746,6,F,2016,1961,Mystery,Crime,Farnaz_Samiinia,Ashley_Christine_Beyer,0,0.745433959
15014,Amy_Acker,2.175895541,19.58305987,9,F,2007,1976,Drama,Sci-Fi,Brandon_Dickerson,William_Shatner,1,0.744784427
15278,Takeshi_Kaneshiro,3.07310516,125.9973116,41,M,1922.5,1973,Crime,Comedy,Yen-Ping_Chu,John_Woo,1,0.748033056
15253,Gene_Saks,3.221435099,12.8857404,4,M,2015.9,1921,Romance,Drama,Carl_Reiner,Fred_Coe,0,0.747721447
15281,Tzu-Chiang_Chao,1.560653732,4.681961195,3,M,2010,1965,Crime,,Yen-Ping_Chu,,0,0.748033056
15080,Giani_Esposito,2.035010273,8.14004109,4,M,1989.75,1930,Drama,Mystery,Gilles_Grangier,Ivan_Govar,0,0.745652248
15192,Kippei_Shîna,2.957955227,50.28523886,17,M,2011.5,1964,Crime,Drama,Eiichirô_Hasumi,Takashi_Ishii,1,0.747084724
14995,Christina_Pickles,2.728594797,8.18578439,3,F,2001.5,1935,Drama,,Allison_Anders,John_Putch,0,0.744784427
14999,Anoshirvan_Arjmand,1.775942652,5.327827957,3,M,2000,1941,Drama,,Ahmad_Reza_Darvish,Ali_Atshani,0,0.744784427
15229,Colin_Lawrence,1.301105535,1.301105535,1,M,1952,1970,Drama,,Allan_Harmon,,0,0.747559893
15061,Jacob_Batalon,4.846917788,29.08150673,6,M,2019,1996,Adventure,Horror,Jon_Watts,Anthony_Raus,0,0.745581
15104,Michael_Raffetto,1.601487246,3.202974491,2,M,2019,1899,Romance,,Elmer_Clifton,,0,0.746160579
15090,Honor_Kneafsey,3.26912103,26.15296824,8,F,2013.4,2004,Romance,Thriller,John_Schultz,Adrian_Bol,0,0.745918962
15016,Deon_Richmond,2.188309222,17.50647378,8,M,1971.9,1978,Horror,Romance,David_Raynr,Tony_Singletary,0,0.744794481
15048,Margaret_Perry,1.993560563,3.987121126,2,F,2007.157895,1913,Romance,,Charles_Brabin,,0,0.745427822
14992,Yun_Eun-hye,2.324539013,6.973617039,3,F,1976,1984,Drama,Romance,Ha_Jung-woo,Il-seon_Eo,0,0.744784427
15068,Marian_Jordan,2.289282099,9.157128395,4,F,2014.25,1898,Comedy,,Allan_Dwan,Howard_Estabrook,0,0.745642969
15219,Bernie_Mac,3.969745303,55.57643424,14,M,2004.666667,1957,Adventure,Drama,Kevin_Rodney_Sullivan,McG,1,0.74739479
14997,Greta_Lee,2.712146384,5.424292768,2,F,1993,1983,Drama,,Aaron_Katz,Laura_Terruso,0,0.744784427
14990,Robyn_Rikoon,2.483359472,7.450078415,3,F,2017,1986,Drama,Horror,Aaron_Katz,J.T._Petty,0,0.744784427
15226,Tony_Moran,3.298258748,36.28084623,11,M,2018,1957,Thriller,Adventure,John_Carpenter,Jordan_Pacheco,1,0.747489242
14998,Franco_Giornelli,2.167615246,6.502845738,3,M,1978,1931,Drama,,Franco_Rossetti,Maurizio_Lucidi,0,0.744784427
15058,Ana_Fernández,2.198219527,30.77507338,14,F,1921,1963,Drama,Thriller,Alfonso_Albacete,Antonio_Palacios,1,0.745511156
15269,Denise_Boutte,1.765314393,26.47971589,15,F,2018.5,1982,Horror,Drama,Byron_Werner,Jo_D._Jonz,1,0.747809039
15043,Danny_Lloyd,7.853457293,7.853457293,1,M,1933.333333,1972,Horror,,Stanley_Kubrick,,0,0.745296362
15011,Jake_Brown,1.333133893,3.999401679,3,M,1963.530612,1986,Drama,,Ben_Carland,Jake_Lloyd_Bacon,0,0.744784427
15257,Kate_Bosworth,3.765181736,180.7287233,48,F,1993,1983,Drama,Romance,Michael_Polish,Bryan_Singer,1,0.74773606
15196,Connie_Britton,3.187952065,47.81928097,15,F,1997.529412,1967,Drama,Mystery,Josh_Stolberg,Tim_McCanlies,1,0.747203944
15117,Sydney_Granville,2.869131362,2.869131362,1,M,2011.9,1881,Musical,,Victor_Schertzinger,,0,0.746282078
14984,Kathleen_Turner,3.730383293,246.2052973,66,F,2020,1954,Drama,Crime,Sofia_Coppola,Lawrence_Kasdan,1,0.744784427
15140,Aramis_Trindade,4.513206128,4.513206128,1,M,1972,1965,Romance,,Guel_Arraes,,0,0.746510071
15102,Wilfred_Lytell,1.498513096,1.498513096,1,M,1914,1891,Romance,,Elmer_Clifton,,0,0.746160579
15185,Ingrid_Bergman,3.926663598,447.6396502,114,F,1937.2,1915,Drama,Romance,Roberto_Rossellini,Alfred_Hitchcock,1,0.746998117
15072,Alma_Rubens,1.86912274,29.90596384,16,F,1991,1897,Comedy,War,Allan_Dwan,John_Emerson,1,0.745642969
15079,André_Alerme,1.557988883,31.15977766,20,M,2012,1877,Drama,History,Gilles_Grangier,Alexander_Esway,1,0.745652248
15093,Ray_Lovelock,2.802280477,78.46385337,28,M,2018.666667,1950,Crime,Thriller,Francesco_Prosperi,Jorge_Grau,1,0.746038679
15122,Patrick_Campbell,1.332799403,11.99519462,9,M,2009,1913,Comedy,,Charles_B._Griffith,,1,0.746286913
15031,Matt_Bush,2.590861138,31.09033366,12,M,1950,1986,Horror,Drama,John_Gulager,Mark_Brown,1,0.745179293
15228,Nancy_Kyes,6.530161384,26.12064553,4,F,2004,1949,Thriller,,John_Carpenter,,0,0.747489242
15156,Shawn_Roberts,3.167307349,69.68076168,22,M,2001.5,1984,Horror,Drama,George_A._Romero,Mark_Griffiths,1,0.746600863
15029,Danielle_Panabaker,3.543160769,42.51792922,12,F,1997,1987,Horror,Mystery,John_Gulager,John_Carpenter,1,0.745179293
15065,Albert_Tavernier,1.72538808,6.901552318,4,M,2020,1859,Comedy,Sci-Fi,Allan_Dwan,Burton_L._King,0,0.745642969
15097,John_Getz,3.575811947,39.33393141,11,M,2019,1946,Horror,Drama,Chris_Walas,Stephen_Herek,1,0.746092885
15272,Ann_Pennington,1.755673109,24.57942353,14,F,2017.25,1893,Musical,Romance,Scott_Sidney,Frank_Tuttle,1,0.747890101
14996,Kiran_Kumar,1.828642044,21.94370452,12,M,1963.888889,1953,Drama,Romance,Anant_Balani,Bhooshan_Lal,1,0.744784427
15056,Howard_Lang,1.37466519,5.498660759,4,M,2006.5,1874,Romance,,Charles_Hutchison,,0,0.745435263
15225,Sophia_Adella_Luke,1.490566621,2.981133242,2,F,1961,1971,Drama,,Lorenzo_Doumani,Rick_Reyna,0,0.747473251
15077,Edgar_Bergen,2.015779913,16.1262393,8,M,1960.5,1903,Comedy,Drama,Allan_Dwan,Frank_Tuttle,0,0.745642969
15148,Michelle_Morgan,2.942808322,23.54246658,8,F,1988.2,1981,Horror,,George_A._Romero,Michelle_Morgan,0,0.746600863
15118,Mona_Barrie,2.031770575,67.04842897,33,F,1984,1909,Musical,Mystery,Victor_Schertzinger,William_Nigh,1,0.746282078
15049,Diane_Sinclair,1.6385717,19.6628604,12,F,2007,1913,Romance,Adventure,Charles_Brabin,Edgar_G._Ulmer,1,0.745427822
15149,Todd_Schroeder,3.710657503,37.10657503,10,M,1998.666667,1962,Horror,Documentary,George_A._Romero,Andrew_Putschoegl,1,0.746600863
15201,Nigel_Davenport,2.616383556,47.09490401,18,M,1970,1928,Drama,Sci-Fi,Christopher_Rowley,Nigel_Turner,1,0.74731263
15024,Ruth_Etting,2.454685936,7.364057809,3,F,1935,1896,Fantasy,Music,Frank_Tuttle,Karl_Freund,0,0.745017972
15177,Suzy_Stokey,1.662212109,8.311060546,5,F,1989,1957,Comedy,Horror,Fred_Olen_Ray,,0,0.746909111
15246,Ramon_Novarro,2.08565843,75.08370347,36,M,2010.6,1899,Romance,Drama,Rex_Ingram,William_Nigh,1,0.747689484
15279,Alec_Su,1.849522929,14.79618343,8,M,1963,1973,Crime,History,Yen-Ping_Chu,Fanfan_Zhang,0,0.748033056
15132,Gale_Sherwood,1.73794073,1.73794073,1,F,1971,1929,Adventure,,Steve_Sekely,,0,0.746453552
15038,Maxene_Andrews,1.783000254,16.04700229,9,F,1950.5,1916,Music,Musical,Edward_F._Cline,Edward_C._Lilley,1,0.745259703
14985,Jacob_Vargas,3.459995894,38.05995483,11,M,2005,1971,Drama,Thriller,Allison_Anders,Steven_Soderbergh,1,0.744784427
15143,Steve_Buscemi,3.852761339,177.2270216,46,M,2011,1957,Drama,Animation,Alexandre_Rockwell,Steve_Buscemi,1,0.74655309
15224,Jack_Scalia,1.759222819,47.4990161,27,M,1942.416667,1950,Drama,Family,Lorenzo_Doumani,Richard_Pepin,1,0.747473251
15062,Zendaya,6.314027833,44.19819483,7,F,2018,1996,Adventure,Animation,Jon_Watts,Christopher_Jenkins,0,0.745581
15242,Edward_Connelly,1.62986377,30.96741164,19,M,1983,1859,Romance,Drama,Rex_Ingram,Frank_Lloyd,1,0.747689484
15052,Karen_Morley,2.295585225,96.41457945,42,F,1986,1909,Romance,Drama,Charles_Brabin,King_Vidor,1,0.745427822
15178,Dawn_Wildsmith,2.018145641,8.072582563,4,F,1956,1963,Comedy,Drama,Fred_Olen_Ray,Peter_George,0,0.746909111
15283,Frank_Silvera,3.1339065,47.0085975,15,M,1932.533333,1914,Thriller,Drama,Stanley_Kubrick,Jules_Dassin,1,0.74804785
